Date,Payup (ticks),Date,%OAS
4/8/2014,0.28125,4/14/2014,0.264314
4/9/2014,0.28125,4/15/2014,0.261338
4/10/2014,0.28125,4/16/2014,0.262195
4/11/2014,0.28125,4/17/2014,0.277215
4/14/2014,0.28125,4/21/2014,0.280778
4/15/2014,0.28125,4/22/2014,0.276812
4/16/2014,0.28125,4/23/2014,0.263543
4/17/2014,0.28125,4/24/2014,0.261645
4/21/2014,0.28125,4/25/2014,0.256274
4/22/2014,0.28125,4/28/2014,0.257737
4/23/2014,0.28125,4/29/2014,0.261626
4/24/2014,0.28125,4/30/2014,0.277232
4/25/2014,0.28125,5/1/2014,0.256195
4/28/2014,0.28125,5/2/2014,0.251383
4/29/2014,0.28125,5/5/2014,0.256732
4/30/2014,0.3125,5/6/2014,0.248598
5/1/2014,0.3125,5/7/2014,0.248552
5/2/2014,0.3125,5/8/2014,0.21057
5/5/2014,0.3125,5/9/2014,0.221671
5/6/2014,0.3125,5/12/2014,0.227391
5/7/2014,0.3125,5/13/2014,0.220201
5/8/2014,0.3125,5/14/2014,0.200194
5/9/2014,0.3125,5/15/2014,0.193291
5/12/2014,0.3125,5/16/2014,0.199702
5/13/2014,0.3125,5/19/2014,0.20582
5/14/2014,0.3125,5/20/2014,0.216067
5/15/2014,0.3125,5/21/2014,0.22006
5/16/2014,0.3125,5/22/2014,0.221069
5/19/2014,0.3125,5/23/2014,0.218785
5/20/2014,0.34375,5/27/2014,0.211168
5/21/2014,0.34375,5/28/2014,0.206516
5/22/2014,0.34375,5/29/2014,0.210153
5/23/2014,0.34375,5/30/2014,0.211846
5/27/2014,0.34375,6/2/2014,0.230163
5/28/2014,0.375,6/3/2014,0.206281
5/29/2014,0.375,6/4/2014,0.165181
5/30/2014,0.375,6/5/2014,0.159071
6/2/2014,0.375,6/6/2014,0.16515
6/3/2014,0.3125,6/9/2014,0.167389
6/4/2014,0.25,6/10/2014,0.181783
6/5/2014,0.25,6/11/2014,0.139926
6/6/2014,0.25,6/12/2014,0.132798
6/9/2014,0.25,6/13/2014,0.133874
6/10/2014,0.25,6/16/2014,0.132442
6/11/2014,0.1875,6/17/2014,0.14149
6/12/2014,0.1875,6/18/2014,0.136009
6/13/2014,0.1875,6/19/2014,0.134572
6/16/2014,0.1875,6/20/2014,0.132373
6/17/2014,0.1875,6/23/2014,0.132848
6/18/2014,0.1875,6/24/2014,0.129275
6/19/2014,0.1875,6/25/2014,0.127289
6/20/2014,0.1875,6/26/2014,0.123424
6/23/2014,0.1875,6/27/2014,0.123579
6/24/2014,0.1875,6/30/2014,0.120598
6/25/2014,0.1875,7/1/2014,0.115741
6/26/2014,0.1875,7/2/2014,0.122362
6/27/2014,0.1875,7/3/2014,0.125502
6/30/2014,0.1875,7/7/2014,0.122529
7/1/2014,0.1875,7/8/2014,0.122797
7/2/2014,0.1875,7/9/2014,0.160875
7/3/2014,0.1875,7/10/2014,0.15183
7/7/2014,0.1875,7/11/2014,0.148865
7/8/2014,0.1875,7/14/2014,0.155216
7/9/2014,0.25,7/15/2014,0.156272
7/10/2014,0.25,7/16/2014,0.156106
7/11/2014,0.25,7/17/2014,0.145127
7/14/2014,0.25,7/18/2014,0.144742
7/15/2014,0.25,7/21/2014,0.142817
7/16/2014,0.25,7/22/2014,0.175088
7/17/2014,0.25,7/23/2014,0.177823
7/18/2014,0.25,7/24/2014,0.188784
7/21/2014,0.25,7/25/2014,0.179147
7/22/2014,0.3125,7/28/2014,0.18059
7/23/2014,0.3125,7/29/2014,0.17434
7/24/2014,0.3125,7/30/2014,0.192558
7/25/2014,0.3125,7/31/2014,0.192049
7/28/2014,0.3125,8/1/2014,0.191137
7/29/2014,0.3125,8/4/2014,0.188711
7/30/2014,0.3125,8/5/2014,0.188029
7/31/2014,0.3125,8/6/2014,0.225251
8/1/2014,0.3125,8/7/2014,0.223876
8/4/2014,0.3125,8/8/2014,0.217511
8/5/2014,0.3125,8/11/2014,0.220116
8/6/2014,0.375,8/12/2014,0.225122
8/7/2014,0.375,8/13/2014,0.214454
8/8/2014,0.375,8/14/2014,0.208583
8/11/2014,0.375,8/15/2014,0.197598
8/12/2014,0.375,8/18/2014,0.208023
8/13/2014,0.375,8/19/2014,0.213024
8/14/2014,0.375,8/20/2014,0.216281
8/15/2014,0.375,8/21/2014,0.209215
8/18/2014,0.375,8/22/2014,0.207029
8/19/2014,0.375,8/25/2014,0.20419
8/20/2014,0.375,8/26/2014,0.240862
8/21/2014,0.375,8/27/2014,0.233789
8/22/2014,0.375,8/28/2014,0.227594
8/25/2014,0.375,8/29/2014,0.227184
8/26/2014,0.4375,9/2/2014,0.235908
8/27/2014,0.4375,9/3/2014,0.264074
8/28/2014,0.4375,9/4/2014,0.222437
8/29/2014,0.4375,9/5/2014,0.228977
9/2/2014,0.4375,9/8/2014,0.24514
9/3/2014,0.5,9/9/2014,0.25227
9/4/2014,0.40625,9/10/2014,0.263737
9/5/2014,0.40625,9/11/2014,0.264281
9/8/2014,0.40625,9/12/2014,0.29297
9/9/2014,0.40625,9/15/2014,0.265481
9/10/2014,0.40625,9/16/2014,0.268014
9/11/2014,0.40625,9/17/2014,0.270838
9/12/2014,0.40625,9/18/2014,0.272932
9/15/2014,0.375,9/19/2014,0.258965
9/16/2014,0.375,9/22/2014,0.25511
9/17/2014,0.375,9/23/2014,0.246957
9/18/2014,0.375,9/24/2014,0.254163
9/19/2014,0.375,9/25/2014,0.24014
9/22/2014,0.375,9/26/2014,0.239691
9/23/2014,0.375,9/29/2014,0.231406
9/24/2014,0.375,9/30/2014,0.23587
9/25/2014,0.375,10/1/2014,0.208017
9/26/2014,0.375,10/2/2014,0.212289
9/29/2014,0.375,10/3/2014,0.214446
9/30/2014,0.375,10/6/2014,0.244195
10/1/2014,0.375,10/7/2014,0.233523
10/2/2014,0.375,10/8/2014,0.225907
10/3/2014,0.375,10/9/2014,0.228095
10/6/2014,0.4375,10/10/2014,0.225531
10/7/2014,0.4375,10/14/2014,0.31984
10/8/2014,0.4375,10/15/2014,0.280358
10/9/2014,0.4375,10/16/2014,0.304951
10/10/2014,0.4375,10/17/2014,0.316684
10/14/2014,0.6875,10/20/2014,0.309927
10/15/2014,0.6875,10/21/2014,0.343008
10/16/2014,0.6875,10/22/2014,0.346597
10/17/2014,0.6875,10/23/2014,0.35522
10/20/2014,0.6875,10/24/2014,0.355667
10/21/2014,0.75,10/27/2014,0.320693
10/22/2014,0.75,10/28/2014,0.33317
10/23/2014,0.75,10/29/2014,0.286511
10/24/2014,0.75,10/30/2014,0.278723
10/27/2014,0.6875,10/31/2014,0.284445
10/28/2014,0.6875,11/3/2014,0.285398
10/29/2014,0.5625,11/4/2014,0.283118
10/30/2014,0.5625,11/5/2014,0.284545
10/31/2014,0.5625,11/6/2014,0.285949
11/3/2014,0.5625,11/7/2014,0.343286
11/4/2014,0.5625,11/10/2014,0.358667
11/5/2014,0.5625,11/12/2014,0.359242
11/6/2014,0.5625,11/13/2014,0.352146
11/7/2014,0.6875,11/14/2014,0.340005
11/10/2014,0.6875,11/17/2014,0.342776
11/12/2014,0.6875,11/18/2014,0.334672
11/13/2014,0.6875,11/19/2014,0.342367
11/14/2014,0.6875,11/20/2014,0.332151
