Date,Payup (ticks),Date,%OAS
5/7/2014,0.25,5/14/2014,0.189446
5/8/2014,0.25,5/15/2014,0.187411
5/9/2014,0.25,5/16/2014,0.187725
5/12/2014,0.25,5/19/2014,0.188067
5/13/2014,0.25,5/20/2014,0.188359
5/14/2014,0.25,5/21/2014,0.188518
5/15/2014,0.25,5/22/2014,0.188807
5/16/2014,0.25,5/23/2014,0.188878
5/19/2014,0.25,5/27/2014,0.188895
5/20/2014,0.25,5/28/2014,0.187984
5/21/2014,0.25,5/29/2014,0.1866
5/22/2014,0.25,5/30/2014,0.187062
5/23/2014,0.25,6/2/2014,0.186365
5/27/2014,0.25,6/3/2014,0.186827
5/28/2014,0.25,6/4/2014,0.186389
5/29/2014,0.25,6/5/2014,0.186472
5/30/2014,0.25,6/6/2014,0.187125
6/2/2014,0.25,6/9/2014,0.186332
6/3/2014,0.25,6/10/2014,0.179399
6/4/2014,0.25,6/11/2014,0.183319
6/5/2014,0.25,6/12/2014,0.185107
6/6/2014,0.25,6/13/2014,0.185039
6/9/2014,0.25,6/16/2014,0.187363
6/10/2014,0.25,6/17/2014,0.186822
6/11/2014,0.25,6/18/2014,0.187902
6/12/2014,0.25,6/19/2014,0.188266
6/13/2014,0.25,6/20/2014,0.188294
6/16/2014,0.25,6/23/2014,0.188293
6/17/2014,0.25,6/24/2014,0.189421
6/18/2014,0.25,6/25/2014,0.190786
6/19/2014,0.25,6/26/2014,0.209424
6/20/2014,0.25,6/27/2014,0.19162
6/23/2014,0.25,6/30/2014,0.191558
6/24/2014,0.25,7/1/2014,0.191202
6/25/2014,0.25,7/2/2014,0.190131
6/26/2014,0.25,7/3/2014,0.187714
6/27/2014,0.25,7/7/2014,0.190279
6/30/2014,0.25,7/8/2014,0.191918
7/1/2014,0.25,7/9/2014,0.19234
7/2/2014,0.25,7/10/2014,0.188954
7/3/2014,0.25,7/11/2014,0.193397
7/7/2014,0.25,7/14/2014,0.193407
7/8/2014,0.25,7/15/2014,0.193422
7/9/2014,0.25,7/16/2014,0.191427
7/10/2014,0.25,7/17/2014,0.19153
7/11/2014,0.25,7/18/2014,0.190447
7/14/2014,0.25,7/21/2014,0.190168
7/15/2014,0.25,7/22/2014,0.187908
7/16/2014,0.25,7/23/2014,0.188066
